LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-101625,"MARRIOTT HOTEL SERVICES, INC.",BOSTON MARRIOTT HOTEL-COPLEY,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"MARRIOTT HOTEL SERVICES, INC.",NULL,110,, Huntington Av,Boston,MA,2116,"(42.347082, -71.078373)"
LB-98934,MUSEUM OF SCIENCE,BOSTON MUSEUM OF SCIENCE,,The entire building located within the City of Boston.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,3957,MUSEUM OF SCIENCE,NULL,1,, Science Pk,Boston,MA,2114,"(0.0, 0.0)"
LB-99438,"BOSTON CULINARY GROUP, INC.",BOSTON OPERA HOUSE,NONE,IN WHOLE OF SAID BUILDING/THEATRE  WITH MAIN ENTRANCE ON WASHINGTON STREET AND LOADING EXIT/ENTRANCE ON MASON STREET. CONCESSION AGREEMENT BETWEEN BOSTON OPERA HOUSE VENTURES  LLC AND BOSTON CULINARY GROUP APPROVED BY BLB AND ABCC.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,2677,"BOSTON CULINARY GROUP, INC.",NULL,539,,  Washington ST,Boston,MA,2111,"(42.353999, -71.06237)"
LB-99554,IRENE NGUYEN,CAFÉ 1221,NONE,RESTAURANT AND BAR COMPRISED OF 2500 SQ. FT ON THE FIRST FLOOR  2000 SQ. FT ON THE SECOND FLOOR.  2 FRONT ENTRANCE/EXITS AND 1 REAR EXIT ON THE FIRST FLOOR; 1 FRONT AND 1 REAR EXIT ON THE SECOND FLOOR.,03/25/2014 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,140,IRENE NGUYEN,NULL,1221,1223,  Dorchester AV,Dorchester,MA,2125,"(42.30906, -71.05839)"
LB-99007,BOSTON PALM CORPORATION,BOSTON PALM,CAPACITY BREAKDOWN:13 PERSONS -INTERIOR ONLY BAR STOOLS; 16 PERSONS- LOUNGE SEATS; 49 PERSONS - PLATFORM SEATS; 24 PERSONS - PRIVATE A SEATS; 16 PERSONS - PRIVATE B SEATS; 102 PERSONS - MAIN DINING SEATS; 72 PERSONS-EXTERIOR PATIO SEATS.,IN ONE (1) ROOM IN THE LOBBY OF ONE INTERNATIONAL PLACE INCLUDING KITCHEN AND STORAGE; ENTRANCES/EXITS TO INTERNATIONAL PLACE LOBBY AND TO OLIVER STREET.  INCLUDES OUTDOOR SEATING ON PRIVATE PROPERTY FOR 72 PATRONS FROM 10:00 A.M. - MIDNIGHT.  ONE INTERNATIONAL PLACE  BOSTON  MA  02110,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,292,BOSTON PALM CORPORATION,NULL,1,,  International PL,Boston,MA,2110,"(0.0, 0.0)"
LB-101632,"BOSTON 1927 LESSEE, INC.",BOSTON PARK PLAZA HOTEL & TOWERS,1) 11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH FOR THE HOTEL.PATIO CONDITIONS: 1) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD;2) TO BE STAFFED AT ALL TIMES; AND3) OPERATING HOURS OF 6:00 A.M.-12:00 A.M.,@ 30 & 50 Providence Street; 64 Arlington Street: In whole of said building with mini bars in 941 of the guestrooms.  Includes outdoor seasonal (April-October) patio on private property for 30 patrons.  SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"BOSTON 1927 LESSEE, INC.",NULL,30,50, Providence St,Boston,MA,2116,"(0.0, 0.0)"
LB-138627,"TSI Summer Street, LLC",Boston Racquet Club,NONE,Health and Fitness Club located in one (1) large room on 1st floor of 100 Summer Street  with entrance and exit on Summer Street and exit through building lobby.,05/05/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBMWR,Clb. Malt Wine Restrict.,NULL,9:00 p.m.,9:30 p.m.,301,"TSI Summer Street, LLC",(617)482-8881,100,,  Summer ST,Boston,MA,2110,"(42.35356, -71.05736)"
LB-99150,"KUN JIN KIM, INDIVIDUAL",BOSTON SAMURAI,1.) SEATING AT LIQUOR BAR LIMITED TO 12 SEATS. 2.) ALCOHOL AT TABLES AND AT SUSHI BAR WILL BE SERVED ONLY IN CONJUNCTION WITH FOOD ORDERED FROM THE MENU.  3.) GARBAGE WILL BE STORED IN A LOCKED  RODENT-PROOF FACILITY  PUT OUT NO MORE THAN 30 MINUTES BEFORE COLLECTION  AND COLLECTED ON ALL DAYS OF RESTAURANT OPERATION.,Two rooms and kitchen first floor; two rear rooms and two side rooms on the first first floor; cellar for stock.  Capacity breakdown: 16 standing  82 seated.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,98,"KUN JIN KIM, INDIVIDUAL",NULL,827,,  Boylston ST,Boston,MA,2116,"(42.34897, -71.08257)"
LB-99349,"BOSTON STREET, INC.",BOSTON STREET,Alcoholic beverages to be servedonly in conjunction with food.,Two connected rooms with entrances on Boston Street - Kitchen on the first floor  outside patio  and basement for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,84,"BOSTON STREET, INC.",NULL,224,,  Boston ST,Dorchester,MA,2125,"(42.322272, -71.060848)"
LB-99127,"BOSTON TEA PARTY SHIP, INC",BOSTON TEA PARTY SHIPS & MUSEUM,499 PERSONS TOTAL; UPPER LEVEL BARGE B 203-106 PERSONS; B 203 OUTSIDE DECK-20 PERSONS; B 202 SERVERY-30 PERSONS; LOWER LEVEL BARGE B 120 EXTERIOR-34 PERSONS; B 102 EXTERIOR SPACE-34 PERSONS; B 124 THEATER-68 PERSONS; EXTERIOR DECK AND BOATS-207 PERSONS; PIER ASSEMBLY ROOM #1-70 PERSONS; PIER ASSEMBLY ROOM #2-70 PERSONS; HISTORIC FLOATING MARITIME EXHIBITS,NONE,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,499,"BOSTON TEA PARTY SHIP, INC",NULL,306,,  Congress ST,Boston,MA,2210,"(0.0, 0.0)"
LB-99158,B.T.U.H.W.F. SERVICE CORPORATION,BOSTON TEACHER'S UNION,,Ten Rooms on the First Floor with a kitchen and storage area.  Capacity breakdown: Lounge - 100; Room 1 - 300; Room 2 - 294; Room 3 - 337,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,1031,B.T.U.H.W.F. SERVICE CORPORATION,NULL,180,,  Mount Vernon ST,Dorchester,MA,2125,"(42.322135, -71.046901)"
LB-99528,TRUSTEES OF BOSTON UNIVERSITY,BOSTON UNIVERSITY THEATR,,In three floors; one room (lobby) on each floor; storage on the first floor.,11/19/2013 12:00:00 AM,12/31/2015 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,1051,Trustees of Boston University,(617)353-2990,264,,  Huntington AV,Boston,MA,2115,"(42.341835, -71.085591)"
LB-99443,"CLOVER VENTURES, LLC",BOSTONIA PUBLIC HOUSE,1st floor-122 Persons Standing; 43-Persons Banquet Seating; 31- Persons Bar Stools; 48-Tables; Total 244 Persons; 2nd floor-105 Persons Standing; 15 Persons Bar Stools; 63 Persons Tables; Total 83;,ON TWO (2) FLOORS  KITCHEN ON FIRST FLOOR IN REAR  STORAGE IN BASEMENT.  FIRST AND SECOND FLOORS:  DINING ROOMS WITH BAR SEATING. TO INCLUED A SEASONAL OUTDOOR SIDEWALK PATIO WITH 26 SEATS BETWEEN THE HOURS OF NOON TO 11:00 P.M.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,427,"CLOVER VENTURES, LLC",NULL,131,,  State ST,Boston,MA,2109,"(42.358974, -71.054235)"
LB-99457,GOODCHEER ENTERPRISES LLC,BRAHMIN,Capacity breakdown: Basement - 49; First Floor Set Up 1 (320 total)- 14 @ bar stools  55 @ seats  251 standing; First Floor Set Up 2 (170 total) - 14 @ bar stools  126 @ tables  chairs  30 standing.,ON 2 FLOORS  MAIN ENTRANCE & EXIT ON STANHOPE ST. 1ST FL (MAIN LEVEL): REST & LOUNGE SEATING  BAR. GROUND FLOOR (LOWER LEVEL): IN (4) ROOMS; REST & LOUNGE SEATING  KITCHEN  STORAGE  OFFICE. INCLUDES AN ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY FOR 24 PATRONS BETWEEN THE HOURS OF 11:30 AM-11:00PM.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,369,GOODCHEER ENTERPRISES LLC,NULL,29,33, Stanhope St,Boston,MA,2116,"(0.0, 0.0)"
LB-99353,"NEW PETE'S, LLC",BRANDY PETE'S,NO DRINKS TO BE CONSUMED IN LOBBY AREA.  CAPACITY BREAKDOWN: 1ST FLOOR - 207  MEZZANINE - 124,IN ONE ROOM  OUTDOOR SEATING ON THE FRANKLIN STREET  SIDE  KITCHEN AND STORAGE ROOM ON 1ST FLOOR; A PORTION OF THE LOBBY  OUTSIDE SEATING 1ST FLOOR; 1 ROOM & STORAGE ROOM MEZZ.LEVEL.  Capacity breakdown: 1st fl - 207; mezzanine - 124.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,331,"NEW PETE'S, LLC",NULL,267,, Franklin St,Boston,MA,2110,"(0.0, 0.0)"
LB-99813,"GINA GUERRERO, INDIVIDUAL",CAFÉ GIGU,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,MAIN ENTRANCE 102 MERIDIAN STREET - ONE LARGE ROOM WITH TABLE SEATING; 1500 SQUARE FEET; BACK DOOR TO LONDON STREET.,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,36,"GINA GUERRERO, INDIVIDUAL",NULL,102,,  Meridian ST,East Boston,MA,2128,"(42.37273, -71.0392)"
LB-155715,KEANKRUTA LLC,BRASSICA KITCHEN + CAFE,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS OR WHILE WAITING FOR A TABLE 2.) ALCOHOL ONLY TO BE SERVED FOR DINNER MON-FRI  AND FOR BRUNCH SAT-SUN.,One story building  with licensed premises on first floor consisting of 1 entrance and 2 exits; two restrooms (1 307 sq. ft); storage and office space in basement.,01/15/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALN,CV7ALN - Neighborhood Restricted,NULL,MIDNIGHT,12:30 PM,40,KEANKRUTA LLC,(617)477-4519,,, Washington St,Jamaica Plain,MA,2130,"(0.0, 0.0)"
LB-154485,"Bred Winner, LLC",Bred,NONE,Restaurant  1200 square feet of floor space located on the first floor of 2255 Dorchester Avenue  Boston  MA 02124-5624. Open kitchen (700 sq ft)  5 tables  standing bar. Seating area (300 sq ft) One bathroom  5 sinks (One bay sink  three hand wash sinks and one rinse sink). Also mop sink. One 200 s,11/30/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWN,CV7MWN - Neighborhood Restricted,NULL,11:00 PM,11:30 PM,0,"Bred Winner, LLC",(617)892-0231,2255,, Dorchester Av,Dorchester,MA,2124,"(0.0, 0.0)"
LB-99830,"THE BREWER'S FORK, LLC",BREWER'S FORK,NONE,IN ONE ROOM ON FIRST FLOOR WITH A BAR WITH 18 SEATS  WITH KITCHEN AND EMERGENCY EXIT IN REAR  WITH SEASONAL OUTDOOR SEATING ON PRIVATE PROPERTY FOR 24 PATRONS BETWEEN THE HOURS OF 11:00 A.M.-MIDNIGHT.  CELLAR FOR STOCK.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,115,"THE BREWER'S FORK, LLC",(617)429-6517,29,, Bunker Hill St,Charlestown,MA,2129,"(0.0, 0.0)"
LB-98954,"STRETFORD END, INC.",BRIGHTON MUSIC HALL,,Two rear exits for emergency;in 1 room & kitchen area on the 1st floor; rear basement for stock.  476 persons - 38 persons seated; 438 persons standing,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,476,"STRETFORD END, INC.",NULL,158,, Brighton Av,Allston,MA,2134,"(0.0, 0.0)"
LB-99518,SAHA-PAKEE CORP.,BROWN SUGAR CAFÉ ON COMM AVE,PATIO CONDITIONS: 1.) ALCOHOL WITH FOOD ONLY  2.) PATIO TO BE STAFFED AT ALL TIMES  3.) 11:00 P.M. CLOSING ON THE PATIO.,ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN REAR AND SMALL AREA IN REAR FOR STOCK AND  TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER.  DPW LAND,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,107,SAHA-PAKEE CORP.,NULL,1033,,  Commonwealth AV,Boston,MA,2215,"(42.352262, -71.121849)"
LB-99389,"111, LLC",BROWNSTONE,NEIGHBORHOOD AGREEMENT TO BE INCORPORATED BY REFERENCE.,111 Dartmouth St.; First Floor consisting of on room with four seating areas and bar  kitchen and storage in the rear; storage and prep area in the basement.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,110,"111, LLC",NULL,111,,  Dartmouth ST,Boston,MA,2116,"(42.346447, -71.075281)"
LB-99745,BUK KYUNG CORP.,BUK KYUNG/REFUGE CAFÉ,NONE,IN TWO (2) ROOMS WITH KITCHENS ON THE FIRST FLOOR; BASEMENT FOR STORAGE; TWO (2) ENTRANCES (151-155 BRIGHTON AVENUE) WITH EMERGENCY EXITS TO REAR. CAPACITY BREAKDOWN: BUK KYUNG - 62 PERSONS; REFUGE CAFE - 37 PERSONS.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,62,BUK KYUNG CORP.,NULL,151,155,  Brighton AV,Allston,MA,2134,"(0.0, 0.0)"
LB-99569,"MANRAJ, INC.",BUKHARA,1. Malt  Wines and Liqueursto be served only in conjunction with meals. 2. No bar. 3. No exterior signs adv beer and wine.,701 Centre Street; in one room on the first floor with kitchen; also storage and kitchen in basement.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,60,"MANRAJ, INC.",NULL,701,705,  Centre ST,Jamaica Plain,MA,2130,"(42.311537, -71.114558)"
LB-99588,"MONTANUS, INC.",BUKOWSKI TAVERN,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,In one room on the ground floor  with kitchen  seasonal outdoor patio on sidewalk in front of premises - storage in rear emergency exit in alley in rear.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,49,"MONTANUS, INC.",NULL,50,,  Dalton ST,Boston,MA,2115,"(42.347065, -71.085643)"
LB-98907,HAMPSHIRE HOUSE CORPORATION,BULL FINCH PUB,The Board granted permission to serve alcohol at 10 A.M. for Sunday brunch.,Unnumbered entrance on Byron Street; in basement  first  second  third  fifth  and sixth floors of said building.  CAPACITY BREAKDOWN: REST. BASEMENT - 63; LOUNGE BASEMENT - 69; REST. 1ST FL(GEORGIAN RM)  - 38; LOUNGE 1ST FL - 55; 2ND FL DINING RM - 200; 2ND FL LOUNGE - 74; 3RD FL - 70.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,569,HAMPSHIRE HOUSE CORPORATION,NULL,84,,  Beacon ST,Boston,MA,2108,"(42.355981, -71.071299)"
LB-99515,"BIC BURGERS SPRING STREET, LLC",BURGER FI,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,ON ONE FLOOR  IN THE SHAW'S SHOPPING CENTER AT 77 SPRING STREET  WEST ROXBURY; MAIN ENTRANCE/EXIT IN FRONT OF RESTAURANT; DINING ROOM IN FRONT;  KITCHEN  RESTROOMS AND EMERGENCY EXIT IN REAR;  OUTDOOR PATIO ON PRIVATE PROPERTY WITH 16 SEATS BETWEEN THE HOURS OF 11:30 A.M.-10:00 P.M. SEVEN DAYS A WEE,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,10:00 PM,10:30 PM,103,"BIC BURGERS SPRING STREET, LLC",(631)629-4919,77,,  Spring ST,West Roxbury,MA,2132,"(42.277765, -71.16403)"
LB-99631,BIC Burgers Commonwealth LLC,Burger Fi,NONE,On one floor; main entrance/exit from Commonwealth Avenue;  dining room in front; kitchen  bathrooms and emergency exit in the rear; outdoor patio with 16 seats on City of Boston property between the hours of 11:00 a.m.-11:00 p.m.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,110,Bic Burgers Commonwealth LLC,NULL,961,,  Commonwealth AV,Boston,MA,2215,"(42.35192, -71.11908)"
LB-99308,"C & H, INC.",BUS STOP PUB,Food to be available at all times.,Rear emergency exit; in one room on the first floor; cellar for stock and enclose the porch as a part of room on first floor.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,193,"C & H, INC.",NULL,252,,  Western AV,Allston,MA,2134,"(42.363164, -71.132799)"
LB-99108,"BITTON, LLC",CAFETERIA,(1) 41 seats basement  40 seats 1st fl  50 seats outdoor. (2) Patio to close at 10:00 P.M. (3) Food to be served with alcoholic beverage orders inside premises. (4) Food to be served with alcoholic beverage orders outside between 6:00 PM to 10:00 PM. (5) Deliveries from 9:00AM-10:00 AM.,"REAR ENTRANCES FOR STOCK; TWO ROOMS  BAR AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK WITH OUTDOOR PATIO.( MANAGEMENT SERVICES AGREEMENT BETWEEN BITTON  LLC AS LICENSEE AND CAFETERIA  BOSTON  LLC DOING BUSINESS AS ""CAFETERIA BOSTON"" APPROVED BY BLB AND ABCC.)  Capacity breakdown: basement - 41; 1st",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,81,"BITTON, LLC",NULL,,, Newbury St,Boston,MA,2115,"(42.34927, -71.08441)"
LB-99862,REINA HENRIQUEZ,CAFETERIA LA REINA,(1) NO BAR. (2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. (3) CLOSING HOURFRIDAYS  SATURDAYS AND SUNDAYS IS 12:00 AM.,IN ONE ROOM ON FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWR,CV7 Malt Wine Restrict.,NULL,11:00 PM,11:30 PM,19,REINA HENRIQUEZ,NULL,80,,  Bennington ST,East Boston,MA,2128,"(42.37608, -71.0361)"
LB-99748,"CAFFÉ DELLO SPORT, INC.",CAFFE DELLO SPORT,NONE,IN ONE ROOM  PREP AREA AND STORAGE ON THE FIRST FLOOR,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,75,"CAFFÉ DELLO SPORT, INC.",NULL,308,,  Hanover ST,Boston,MA,2113,"(0.0, 0.0)"
LB-99085,"CAFFE PARADISO, INC.",CAFFE PARADISO,,In one room on the first floor with food prep area; basement for stock; one room in the basement for patrons.  Capacity breakdown: 1st fl - 80; basement - 50.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,130,"CAFFE PARADISO, INC.",NULL,255,,  Hanover ST,Boston,MA,2113,"(42.363223, -71.054789)"
LB-99086,"CAFFE VITTORIA, INC.",CAFFE VITTORIA,,Three rooms on the first floor  two rooms in basement plus kitchen area and stock room in basement with an outside patio with eight (8) tables and thirty-two (32) seats.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,181,"CAFFE VITTORIA, INC.",NULL,296,,  Hanover ST,Boston,MA,2113,"(42.36414, -71.05435)"
LB-99650,"HUNTINGTON THEATRE COMPANY, INC.",CALDERWOOD PAVILION AT THE BCA,1.) CONSUMPTION OF ALCOHOL ALLOWED IN SEATING AREA DURING LIVE PERFORMANCES ONLY.  2.) NO MORE THAN 2 DRINKS SERVED TO AN INDIVIDUAL AT ONE TIME.  3.) LICENSEE MUST INSPECT IDENTIFICATION TO ENSURE PATRONS CONSUMING ALCOHOL ARE OVER 21 YEARS OF AGE.,IN WHOLE OF SAID BUILDING; EXCEPT SMALL REHEARSAL HALL ON SECOND FLOOR AND  THE CAPITAL ARTS RESOURCE ROOM ON THE THIRD FLOOR.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,929,"HUNTINGTON THEATRE COMPANY, INC.",NULL,527,, Tremont St,Boston,MA,2116,"(0.0, 0.0)"
LB-99378,"CALIFORNIA PIZZA KITCHEN,INC.",CALIFORNIA PIZZA KITCHEN,,800 Boylston St Prudential Center #155; In one room on first floor  kitchen in rear  storage in basement. 175 patrons inside (168 seating  7 standing)  also  outdoor seasonal patio  for 26 patrons  which will close at 10:00 p.m.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,175,"CALIFORNIA PIZZA KITCHEN, INC.",NULL,800,,  Boylston ST,Boston,MA,2199,"(42.347296, -71.081457)"
LB-99216,"J. P. PARTNERS, INC.",CANARY SQUARE,(1) Dumpster to be chained to building on rear sidewalk. (2) No signs or advertising to be posted on Moaraine Street facades of licensed establishment. (3) May serve alcohol on Sundays starting at 11:00 a.m. but only in conjunction with food between 11:00 a.m. and noon.(4) Patio Conditions: alcohol with food only;patio must bestaffed at all times.,Two rear exits for emergency and stock; in two rooms and kitchen first floor; cellar for stock and to include an outdoor seasonal patio from April through October for fifty-two (52) patrons on Private Property between the  hours of 11:00 A.M. - 11:00 P.M.  Capacity breakdown: 126 seated  24 standing,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,150,"J. P. PARTNERS, INC.",NULL,435,439,S Huntington AV,Jamaica Plain,MA,2130,"(42.31979, -71.112)"
LB-162572,"FFC, INC.",CANTINA ITALIANA,NONE,In one room and kitchen on first floor; cellar for stock.,03/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,180,"FFC, INC.",NULL,346,, Hanover St,Boston,MA,2113,"(0.0, 0.0)"
LB-99447,"443 BROADWAY, LLC",CAPO,NONE,IN THREE ROOMS ON GROUND FLOOR WITH KITCHEN IN BACK RIGHT  MAIN ENTRANCE OFF WEST BROADWAY AND EMERGENCY EXITS AT REAR OF RESTAURANT; BAR SEATING ON LEFT UPON ENTRANCE  LIVE MUSIC AREA TOWARD REAR AND TWO PRIVATE DINING ROOM AREAS LOCATED BACK LEFT AND BACK RIGHT OF RESTAURANT; BASEMENT TO INCLUDE,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,360,"443 BROADWAY, LLC",(617)269-9999,439,441,W Broadway ,South Boston,MA,2127,"(42.33615, -71.04718)"
LB-99314,"READVILLE TAVERN, INC.",CAPPY'S,,Rear exit for emergency and stock; in one room and kitchen on first floor; cellar for stock,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,85,"READVILLE TAVERN, INC.",NULL,11,,  Wolcott CT,Hyde Park,MA,2136,"(42.237865, -71.131859)"
LB-99717,"CARLO'S CUCINA ITALIANA, INC.",CARLO'S CUCINA ITALIANA,1. No Bar  2. Malt and Wine with Liqueurs to be served only in conjunction with meals.,IN ONE ROOM WITH KITCHEN ON THE GROUND FLOOR  STORAGE IN BASEMENT.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,48,"CARLO'S CUCINA ITALIANA, INC.",NULL,131,,  Brighton AV,Allston,MA,2134,"(42.353088, -71.131159)"
LB-99753,"SCHIAFFO, INC.",CARMELINA'S,NONE,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; STORAGE AND KITCHEN PREP IN BASEMENT.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,38,"SCHIAFFO, INC.",NULL,307,309,  Hanover ST,Boston,MA,2113,"(42.36388, -71.05416)"
LB-99299,"CROKE PARK, INC.",CROKE PARK,,Emergency exit; in two rooms on first floor; cellar for stock.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,67,"CROKE PARK, INC.",NULL,268,,W Broadway ,South Boston,MA,2127,"(42.339275, -71.051191)"
LB-99124,"JACKEENS, INC.",CARRIE NATION,NONE,MAIN ENTRANCE AT 11 BEACON STREET  ONE MAIN ROOM AT THE FRONT WITH KITCHEN AND STORAGE AT REAR OF FRONT ROOM  AND ONE ROOM AT THE REAR WITH BILLIARD TABLES AND STORAGE.  EXITS ON SOMERSET STREET AND AT THE REAR OF 15 BEACON STREET.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,358,"JACKEENS, INC.",NULL,11,,  Beacon ST,Boston,MA,2108,"(42.35838, -71.06178)"
